Node name,Node pack name,Display Name,Simple Name,Long docstring,Short docstring,Tags,Icon
LoadImagesFromDirectory,ComfyUI-Advanced-ControlNet,🚫Load Images [DEPRECATED] 🛂🅐🅒🅝,Image Batch Loader With Masks,"This node is designed for loading and processing a batch of images from a specified directory, including their associated masks if available. It supports filtering and limiting the number of images loaded based on provided criteria, and prepares the images and masks for further processing or analysis.",Load and process image batches with optional masks.,"['Input', 'Image', 'ImageLoad']",file-image
ACN_SparseCtrlSpreadMethodNode,ComfyUI-Advanced-ControlNet,SparseCtrl Spread Method 🛂🅐🅒🅝,Sparse Spread Generator (Adv.),"This node is designed to generate a SparseSpreadMethod instance based on a specified spread strategy. It abstracts the complexity of creating spread patterns for sparse control in advanced control networks, facilitating the customization of spread behaviors for enhanced control and manipulation of network outputs.",Generate sparse control spread patterns.,['Controls'],braille
CustomT2IAdapterWeights,ComfyUI-Advanced-ControlNet,T2IAdapter Custom Weights 🛂🅐🅒🅝,Text To Image Weight Tuner (Adv.),"The CustomT2IAdapterWeights node is designed for advanced control over text-to-image (T2I) generation processes by allowing users to dynamically adjust the weights of different control parameters. It integrates with the ComfyUI Advanced ControlNet framework to provide a flexible mechanism for fine-tuning image generation based on specific weights, including the ability to flip weights and apply an unconditional multiplier for nuanced control.",Adjust text-to-image generation weights dynamically.,"['Controls', 'ControlNet', 'ControlNet']",bars-progress
ACN_ReferencePreprocessor,ComfyUI-Advanced-ControlNet,Reference Preproccessor 🛂🅐🅒🅝,Reference Formatter,"The ACN_ReferencePreprocessor node is designed to preprocess reference inputs for the Advanced ControlNet, transforming them into a format suitable for further manipulation and application within the network. It emphasizes the importance of preparing reference data in a way that aligns with the network's requirements for optimal performance.",Preprocess reference inputs for Advanced ControlNet.,"['Controls', 'ControlNet']",diagram-predecessor
SoftT2IAdapterWeights,ComfyUI-Advanced-ControlNet,T2IAdapter Soft Weights 🛂🅐🅒🅝,Text To Image Weight Adjuster (Adv.),"This node is designed to adapt and apply a set of weights specifically tailored for text-to-image (T2I) generation tasks within the Advanced ControlNet framework. It focuses on adjusting and optimizing the influence of various control weights based on provided parameters, enhancing the generation process by aligning it more closely with user-defined criteria.",Optimize text-to-image generation with tailored weights.,"['Model', 'Manipulation']",file-image
ScaledSoftMaskedUniversalWeights,ComfyUI-Advanced-ControlNet,Scaled Soft Masked Weights 🛂🅐🅒🅝,Dynamic Weight Adjuster (Adv.),"The ScaledSoftMaskedUniversalWeights node is designed to dynamically adjust the weights used in advanced control networks based on input parameters. It focuses on applying scaling and optional flipping to the base weights, incorporating an unconditional multiplier for further customization, and allowing for additional weight adjustments through extras. This node is essential for tailoring the behavior of control networks to specific needs, enhancing flexibility and control over the generated outputs.",Adjust control network weights with scaling and flipping.,['Controls'],sliders
ACN_SparseCtrlIndexMethodNode,ComfyUI-Advanced-ControlNet,SparseCtrl Index Method 🛂🅐🅒🅝,Index Selector,"This node is designed to generate a sparse control method based on specified indexes. It abstracts the complexity of selecting specific indexes for sparse control in advanced control networks, facilitating targeted manipulation or analysis of data points within a given dataset.",Generate sparse control method based on indexes.,['Controls'],grip-vertical
ACN_SparseCtrlMergedLoaderAdvanced,ComfyUI-Advanced-ControlNet,🧪Load Merged SparseCtrl Model 🛂🅐🅒🅝,Motion Control Network Loader (Adv.),"This node is designed for advanced loading of merged Sparse Control Networks, integrating both standard control networks and sparse control mechanisms with enhanced settings for motion. It facilitates the combination of these networks to leverage the strengths of each, providing a more versatile and dynamic control network for applications requiring nuanced control over motion and other attributes.",Load and integrate merged Sparse Control Networks.,['Controls'],object-ungroup
ACN_TimestepKeyframeFromStrengthList,ComfyUI-Advanced-ControlNet,Timestep Keyframe From List 🛂🅐🅒🅝,Keyframe Sequence Generator,"This node is designed to generate a sequence of timestep keyframes based on a list of strengths, facilitating the creation of dynamic and customizable animation paths within the Advanced ControlNet framework. It allows for the precise control of animation intensity and timing through keyframe interpolation, supporting a variety of interpolation methods to achieve smooth transitions between keyframes.",Generate dynamic animation paths with customizable keyframes.,"['Animation', 'FrameInterpolation']",forward-step
ACN_TimestepKeyframeInterpolation,ComfyUI-Advanced-ControlNet,Timestep Keyframe Interpolation 🛂🅐🅒🅝,Percentage-Based Keyframe Animator,"The ACN_TimestepKeyframeInterpolation node is designed to generate a sequence of interpolated keyframes based on specified start and end percentages, strengths, and other control parameters. It leverages linear or custom interpolation methods to create smooth transitions between keyframes, facilitating the creation of dynamic and nuanced animations or effects within a control network.",Generate interpolated keyframe sequences for animations.,"['Animation', 'FrameInterpolation']",file-code
ACN_AdvancedControlNetApply,ComfyUI-Advanced-ControlNet,Apply Advanced ControlNet 🛂🅐🅒🅝,Precision Image Control (Adv.),"The ACN_AdvancedControlNetApply node is designed to apply advanced control mechanisms to images, utilizing a control network to modify or enhance image features based on conditioning inputs. It extends the capabilities of standard control networks by incorporating additional parameters and techniques for more nuanced and precise image manipulation.",Apply advanced control mechanisms to enhance images.,"['Controls', 'ControlNet', 'ControlNet']",photo-film
DiffControlNetLoaderAdvanced,ComfyUI-Advanced-ControlNet,Load Advanced ControlNet Model (diff) 🛂🅐🅒🅝,Advanced Control Model Loader (Adv.),"The DiffControlNetLoaderAdvanced node is designed for loading advanced control net models with specific modifications or differences. It focuses on enhancing the control net's capabilities by allowing the integration of additional parameters and customizations, thereby enabling more sophisticated control over the model's behavior.",Load advanced control net models with customizations.,"['Controls', 'ControlNet', 'ControlNet']",gears
ScaledSoftControlNetWeights,ComfyUI-Advanced-ControlNet,Scaled Soft Weights 🛂🅐🅒🅝,Control Network Weight Scaler,"The ScaledSoftControlNetWeights node is designed to dynamically adjust the weights used in a control network based on a set of input parameters. It allows for the fine-tuning of the control network's behavior by scaling the base multiplier, optionally flipping the weights, and adjusting for unconditional multipliers and additional control network-specific parameters.",Dynamically adjust control network weights based on parameters.,"['Controls', 'ControlNet', 'ControlNet']",sliders
LatentKeyframeBatchedGroup,ComfyUI-Advanced-ControlNet,Latent Keyframe From List 🛂🅐🅒🅝,Batch Keyframe Manager,"The LatentKeyframeBatchedGroup node is designed for managing and manipulating groups of latent keyframes within a batch processing context. It facilitates the addition, replacement, and organization of keyframes based on their batch indices, supporting operations like cloning existing groups for modification or creating new groups from iterable strength values. This node plays a crucial role in the dynamic adjustment of keyframe strengths across batches, enabling complex animation and transformation effects in generative models.",Manage latent keyframes in batch processing.,"['Diffusion', 'Latent']",photo-film
ACN_SparseCtrlLoaderAdvanced,ComfyUI-Advanced-ControlNet,Load SparseCtrl Model 🛂🅐🅒🅝,Sparse Model Loader,"This node is designed for loading and initializing the Sparse ControlNet models, facilitating the integration of sparse control mechanisms into the advanced control network architecture. It abstracts the complexities of model loading, ensuring that the Sparse ControlNet models are properly set up for subsequent operations.",Load and initialize Sparse ControlNet models.,"['Controls', 'ControlNet', 'ControlNet']",diagram-project
LatentKeyframeGroup,ComfyUI-Advanced-ControlNet,Latent Keyframe Group 🛂🅐🅒🅝,Keyframe Manager,"The LatentKeyframeGroup node is designed to manage a collection of keyframes for latent space animations. It allows for adding, retrieving, and cloning keyframes, ensuring that keyframes are uniquely identified by their batch index and sorted accordingly. This node facilitates the manipulation and organization of keyframes within a sequence, supporting operations like replacing existing keyframes, checking for emptiness, and cloning the entire group for further manipulation.",Manage and manipulate latent space keyframe collections.,"['Animation', 'Keyframes', 'Frame']",cubes-stacked
CustomControlNetWeights,ComfyUI-Advanced-ControlNet,ControlNet Custom Weights 🛂🅐🅒🅝,Custom Weight Loader (Adv.),"This node is designed to dynamically load and apply custom weight configurations for the ControlNet architecture within the Advanced ControlNet framework. It allows for the fine-tuning of model behavior by adjusting weight parameters, enabling more precise control over the generation process.",Dynamically load and apply ControlNet weight configurations.,"['Controls', 'ControlNet', 'ControlNet']",weight-hanging
ControlNetLoaderAdvanced,ComfyUI-Advanced-ControlNet,Load Advanced ControlNet Model 🛂🅐🅒🅝,Load Advanced Control Model (Adv.),"This node is designed to load an advanced ControlNet model, optionally incorporating a timestep keyframe group for enhanced control. It abstracts the complexities of fetching and initializing ControlNet models, ensuring they are ready for further manipulation or application within a broader system.",Load advanced ControlNet models with optional keyframes.,"['Controls', 'ControlNet', 'ControlNet']",tablet-button
Clarity AI Upscaler,ComfyUI-ClarityAI,Clarity AI Upscaler,AI Image Enhancer,"The Clarity AI Upscaler node is designed to enhance image quality through upscaling, utilizing Clarity AI's API to process images based on various artistic and technical parameters. It allows for customization of the upscaling process through attributes like creativity, resemblance, dynamic, fractality, and style, aiming to produce higher-resolution images that meet specific aesthetic or technical requirements.",Enhance image quality through AI-based upscaling.,"['Enhancers', 'ImageScaling']",file-image
SDXLPromptStyler,comfyui-copilot,SDXL Prompt Styler,Text Style Templater,"The SDXLPromptStyler node is designed to process and style text prompts based on specified styles and templates. It modifies the input positive and negative prompts by incorporating them into predefined templates, allowing for dynamic and context-aware text generation.",Style text prompts with templates.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
SDXLPromptStylerAdvanced,comfyui-copilot,SDXL Prompt Styler Advanced,Advanced Prompt Styler (Adv.),"The SDXLPromptStylerAdvanced node is designed to process and style text prompts using advanced templates. It allows for the customization of positive and negative prompts with specific styles, and supports logging of the styled prompts for debugging or analysis purposes. This node is capable of handling more complex prompt styling scenarios, including the differentiation between global and local positive prompts, as well as the selective application of negative prompts.",Process and style text prompts with advanced templates.,"['Prompt', 'Styling', 'PromptStyling']",wpforms
EagleImageNode,comfyui-copilot,Eagle Image Node for PNGInfo,Image Sequence Formatter,"The EagleImageNode is designed for processing and handling image sequences, particularly focusing on adjusting images to a uniform size, converting them to a consistent format, and preparing them for further processing or analysis. It emphasizes the manipulation of image data, including resizing, format conversion, and mask generation, to facilitate downstream tasks such as image composition or analysis.",Process and standardize image sequences for analysis.,"['Image', 'Base', 'Image']",photo-film
SDXLResolutionPresets,comfyui-copilot,SDXL Resolution Presets (ws),Image Resolution Presets,"The SDXLResolutionPresets node provides a selection of predefined image resolution presets for use in image generation tasks, allowing users to easily choose from a variety of common aspect ratios and dimensions.",Provide predefined image resolution presets.,"['Diffusion', 'SDXLSettings']",file-image
SAIWhisperLoadModel,SaltAI_Whisper_Transcriber,Whisper Model Loader,Speech To Text Loader,"The SAIWhisperLoadModel node is designed to load and prepare Whisper models for speech-to-text operations. It supports loading various versions of OpenAI's Whisper models, ensuring they are ready for transcription tasks by initializing the model and its processor according to the specified model version and computational device.",Load and prepare Whisper models for transcription.,"['Model', 'Loading']",volume-high
SAIOpenAIAPIWhisper,SaltAI_Whisper_Transcriber,Whisper Transcribe (OpenAI API),Audio To Text Transcriber,"The SAIOpenAIAPIWhisper node is designed to transcribe audio files using OpenAI's Whisper model through an API. It abstracts the complexity of audio processing and transcription, providing an easy-to-use interface for converting speech in audio files into text.",Transcribe audio files into text using Whisper model.,['Audio'],microphone
SAIWhisperTranscribe,SaltAI_Whisper_Transcriber,Whisper Transcribe,Media Transcriber,"This node is designed to transcribe audio and video files using the Whisper model. It processes media files to extract audio, then transcribes the audio into text, providing detailed transcription data including timestamps and potentially images, depending on the media type and transcription settings.",Transcribe audio and video files into text.,['Audio'],microphone-lines
PrepositionStyler,ComfyUI_MileHighStyler,Preposition Styler,Text Style Customizer,"The PrepositionStyler node dynamically generates styling options for text prompts based on predefined templates and user selections. It enhances text prompts by applying stylistic modifications according to the selected options, aiming to refine the prompts for more targeted and effective generative tasks.",Dynamically style text prompts with user-selected options.,"['Prompt', 'Styling', 'PromptStyling']",file-code
Clothing_StyleStyler,ComfyUI_MileHighStyler,Clothing_Style Styler,Clothing Style Adjuster,"The Clothing Style Styler node is designed to apply specific styling adjustments to text prompts based on clothing style preferences. It utilizes a predefined set of templates to modify and enhance input text prompts, aiming to reflect the desired clothing style in the generated content.",Adjust text prompts based on clothing style preferences.,"['Prompt', 'Styling', 'PromptStyling']",black-tie
PrepositionStylerAdvanced,ComfyUI_MileHighStyler,Preposition Styler (Advanced),Text Styler (Adv.),"The SDXLPromptStyler node offers advanced styling capabilities for text inputs, utilizing a variety of stylistic templates to modify and enhance text based on user-selected options. It aims to improve the expressiveness and thematic depth of text through sophisticated stylistic transformations.",Enhance text with advanced styling templates.,"['Prompt', 'Styling', 'PromptStyling']",wpforms
NounsStyler,ComfyUI_MileHighStyler,Nouns Styler,Theme-Based Text Styler,"The NounsStyler node dynamically customizes text prompts based on a selection of stylistic themes, such as camera, composition, and mood, among others. It allows for the enhancement or modification of text inputs with predefined styles, aiming to achieve a specific aesthetic or thematic effect.",Customize text prompts with stylistic themes.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
MaterialsStyler,ComfyUI_MileHighStyler,Materials Styler,Text Material Styler,"The MaterialsStyler node dynamically applies styling to text prompts based on a selection of material-themed templates. It allows users to enhance or modify the aesthetic and thematic aspects of their prompts by incorporating material-specific styles, aiming to achieve a more targeted and refined output.",Apply material-themed styling to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",file-code
ArtistStyler,ComfyUI_MileHighStyler,Artist Styler,Creative Text Styler,"The ArtistStyler node dynamically applies artistic styling to text prompts based on a selection of styles defined in a dataset. It allows users to enhance their text inputs with predefined artistic styles, enabling a more creative and tailored text generation process.",Apply artistic styling to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
DepthStyler,ComfyUI_MileHighStyler,Depth Styler,Dynamic Prompt Styler,"SDXLPromptStyler is designed to stylize text prompts by applying various predefined styles, allowing for the customization of positive and negative aspects of prompts. It supports dynamic selection of styles through menus, enabling users to tailor the prompt's tone and content for specific generative tasks.",Stylize text prompts with customizable aspects.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
Camera_AnglesStyler,ComfyUI_MileHighStyler,Camera_Angles Styler,3D Camera Angle Adjuster,"The Camera_AnglesStyler node is designed to manipulate and style 3D model representations by adjusting camera angles, including elevation and azimuth. It leverages deep learning models to encode visual and spatial information, enabling the generation of conditioned outputs that reflect the specified camera perspectives.",Adjust and style 3D models by camera angles.,"['Animation', 'AnimateDiff']",dice-d6
AzazealStylesStylerAdvanced,ComfyUI_MileHighStyler,Azazeal Styles Styler (Advanced),Text Style Enhancer (Adv.),"The AzazealStylesStylerAdvanced node is designed to apply advanced styling to text prompts based on a selection of styles from the Azazeal styles menu. It enhances text inputs with stylistic modifications, aiming to tailor the output to specific aesthetic or thematic preferences.",Apply advanced styling to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",file-code
Clothing_StyleStylerAdvanced,ComfyUI_MileHighStyler,Clothing_Style Styler (Advanced),Clothing Style Customizer (Adv.),"This node specializes in applying advanced styling techniques to text prompts related to clothing style, utilizing a selection of predefined templates to enhance or modify the original text based on user-selected styling options. It allows for detailed customization through various styling parameters, enabling users to fine-tune the appearance and tone of their text prompts.",Apply advanced styling techniques to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
CameraStyler,ComfyUI_MileHighStyler,Camera Styler,Camera Style Adjuster,"The CameraStyler node is designed to apply specific stylistic adjustments to images based on camera settings, such as elevation and azimuth. It utilizes camera embeddings to influence the style transformation, aiming to enhance the visual appeal or realism of the image according to the simulated camera parameters.",Apply stylistic adjustments based on camera settings.,"['Image', 'Image Transformation and Manipulation']",black-tie
Breast_StateStylerAdvanced,ComfyUI_MileHighStyler,Breast_State Styler (Advanced),Advanced Text Theme Styler (Adv.),"The Breast_StateStylerAdvanced node is designed to apply advanced styling options to text prompts, leveraging a comprehensive set of styling parameters to enhance or modify the aesthetic and thematic elements of the input text. It abstracts complex styling operations into a user-friendly interface, allowing for detailed customization and refinement of text-based content.",Apply advanced styling options to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",file-contract
Banana_StylesStylerAdvanced,ComfyUI_MileHighStyler,Banana_Styles Styler (Advanced),Banana Style Text Styler (Adv.),"This node specializes in applying advanced styling options to text prompts based on a selection of styles related to 'Banana Styles'. It dynamically generates styling options from a predefined dataset, allowing users to enhance or modify text prompts with specific aesthetic or thematic characteristics associated with 'Banana Styles'.",Apply advanced 'Banana Styles' to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",sort-up
Clothing_StateStyler,ComfyUI_MileHighStyler,Clothing_State Styler,Clothing Style Enhancer,"The Clothing StateStyler node dynamically applies styling to text prompts based on predefined templates for clothing states. It utilizes a collection of styling templates to modify and enhance text inputs, aiming to reflect specific clothing styles or states in the generated text.",Apply styling to text prompts for clothing states.,"['Prompt', 'Styling', 'PromptStyling']",shirt
FocusStyler,ComfyUI_MileHighStyler,Focus Styler,Prompt Style Refiner,"FocusStyler is designed to apply specific styling effects to text prompts based on predefined templates, enhancing their descriptive quality for generating stylized images. It dynamically adjusts the input prompts according to the selected styling options, aiming to refine the visual output according to the focus theme.",Apply styling effects to text prompts for images.,"['Prompt', 'Styling', 'PromptStyling']",file-image
FilterStylerAdvanced,ComfyUI_MileHighStyler,Filter Styler (Advanced),Text Style Customizer (Adv.),"The SDXLPromptStyler node applies advanced styling to text prompts through a combination of user-selected options, enhancing or modifying the original prompts to achieve desired aesthetic or thematic effects. It supports a dynamic selection of styling options, allowing for a high degree of customization in the styling process.",Apply advanced styling to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",file-contract
MoodStylerAdvanced,ComfyUI_MileHighStyler,Mood Styler (Advanced),Mood Text Styler (Adv.),"The MoodStylerAdvanced node is designed to enhance and stylize text prompts based on mood selections, offering advanced customization options for generating or modifying text in a way that reflects specific mood attributes. It leverages a comprehensive dataset of styles to apply nuanced changes to both positive and negative prompts, enabling users to tailor the mood of their generated content with precision.",Enhance and stylize text prompts based on mood.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
DepthStylerAdvanced,ComfyUI_MileHighStyler,Depth Styler (Advanced),Text Prompt Enhancer (Adv.),"The SDXLPromptStyler node is designed for advanced styling of text prompts, enabling customization through a variety of styling options. It allows for the modification of both positive and negative aspects of prompts, supporting detailed adjustments to enhance the overall impact and effectiveness of the generated content.",Customize text prompts with advanced styling options.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
MilehighStylerAdvanced,ComfyUI_MileHighStyler,Milehigh Styler (Advanced),Advanced Text Theme Styler,"The MilehighStylerAdvanced node dynamically subclasses from a base styler class to provide advanced styling options for text prompts. It leverages a comprehensive dataset of styling templates to apply specific aesthetic or thematic modifications to text inputs, enhancing their descriptive quality or altering their mood and tone.",Apply advanced styling options to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",file-code
EnvironmentStylerAdvanced,ComfyUI_MileHighStyler,Environment Styler (Advanced),Theme Prompt Styler (Adv.),"The EnvironmentStylerAdvanced node dynamically subclasses from SDXLPromptStylerAdvanced to provide advanced styling capabilities for text prompts based on environmental themes. It utilizes a predefined set of templates to modify and enhance input text prompts, aiming to reflect specific environmental characteristics or themes within the generated content.",Modify text prompts with environmental themes.,"['Prompt', 'Styling', 'PromptStyling']",feather-pointed
FocalPointStylerAdvanced,ComfyUI_MileHighStyler,Focal Point Styler (Advanced),Prompt Style Customizer (Adv.),"The SDXLPromptStyler node is designed to apply advanced styling options to text prompts, utilizing a dynamic subclassing mechanism from a base node. It incorporates user-selected styles from a predefined menu, leveraging a dataset of styling templates to modify and enhance text prompts. This node aims to refine the generation of images or text outputs by applying specific stylistic adjustments, based on both global and local text prompt modifications.",Apply advanced styling options to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",file-contract
SubjectStylerAdvanced,ComfyUI_MileHighStyler,Subject Styler (Advanced),Subject-Specific Text Styler (Adv.),"The SubjectStylerAdvanced node is designed to apply advanced styling options to text prompts based on a selection of subject-related styles. It allows for the customization of positive and negative prompts through a variety of subject-specific templates, enhancing the generation of styled text for creative and descriptive purposes.",Apply advanced styling to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",file-code
CompositionStylerAdvanced,ComfyUI_MileHighStyler,Composition Styler (Advanced),Prompt Composition Styler (Adv.),"The CompositionStylerAdvanced node dynamically subclasses from SDXLPromptStylerAdvanced to provide advanced styling capabilities for text prompts based on composition. It utilizes a predefined set of menus to apply specific stylistic transformations to both positive and negative text prompts, enhancing their thematic and aesthetic qualities.",Apply advanced styling to text prompts dynamically.,"['Prompt', 'Styling', 'PromptStyling']",file-contract
ThemeStyler,ComfyUI_MileHighStyler,Theme Styler,Theme Prompt Styler,"The ThemeStyler node dynamically applies thematic styling to text prompts based on a selection from predefined themes. It modifies the input text to reflect the chosen theme, enhancing the prompt's expressiveness and specificity for generating styled content.",Apply thematic styling to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",eye-dropper
SubjectStyler,ComfyUI_MileHighStyler,Subject Styler,Text Theme Styler,"The SubjectStyler node dynamically applies thematic styling to text prompts based on a predefined set of styles related to 'subject' themes. It enhances text prompts by incorporating subject-specific stylistic elements, aiming to achieve a more targeted and refined generation of content.",Apply thematic styling to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",eye-dropper
TimeofdayStylerAdvanced,ComfyUI_MileHighStyler,Timeofday Styler (Advanced),Dynamic Text Styler (Adv.),"The SDXLPromptStyler node is designed for advanced styling of text prompts through customizable templates and selections. It dynamically adjusts text prompts based on user-defined styles and preferences, enabling the creation of nuanced and contextually relevant text outputs.",Style text prompts with customizable templates.,"['Prompt', 'Styling', 'PromptStyling']",wpforms
ArtistStylerAdvanced,ComfyUI_MileHighStyler,Artist Styler (Advanced),Artist Style Enhancer (Adv.),"The ArtistStylerAdvanced node dynamically subclasses from SDXLPromptStylerAdvanced to apply advanced styling options to text prompts based on artist-specific styles. It leverages a comprehensive dataset of style templates to transform input prompts into artistically styled versions, enhancing creativity and specificity in text generation tasks.",Apply advanced artist-specific styles to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
VerbingStylerAdvanced,ComfyUI_MileHighStyler,Verbing Styler (Advanced),Advanced Prompt Customizer,"The SDXLPromptStyler node is designed for advanced styling of text prompts, utilizing a variety of styling options to modify and enhance text attributes for specific purposes. It supports both global and local adjustments to text, enabling detailed customization based on user-selected styles.",Style text prompts with advanced options.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
Banana_StylesStyler,ComfyUI_MileHighStyler,Banana_Styles Styler,Template-Driven Text Styler,"The Banana Styles Styler node dynamically applies a variety of styling options to text prompts based on user-selected styles from a predefined set. It enhances or modifies the original text prompts to reflect specific aesthetic or thematic choices, leveraging a collection of templates for customization.",Apply dynamic styles to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",text-height
ThemeStylerAdvanced,ComfyUI_MileHighStyler,Theme Styler (Advanced),Text Theme Enhancer (Adv.),"The ThemeStylerAdvanced node dynamically applies thematic styling to text prompts based on a selection of predefined themes. It enhances the original text by incorporating stylistic elements related to the chosen theme, aiming to modify the tone, mood, or visual imagery suggested by the text.",Dynamically applies thematic styling to text.,"['Prompt', 'Styling', 'PromptStyling']",signature
MilehighStyler,ComfyUI_MileHighStyler,Milehigh Styler,Text Style Generator,"The MilehighStyler node dynamically generates and applies a variety of styling options to text prompts based on user selections from a predefined set of styles. It leverages a collection of templates to modify and enhance text inputs, aiming to tailor the content to specific aesthetic or thematic preferences.",Dynamically style text prompts based on user selections.,"['Prompt', 'Styling', 'PromptStyling']",rectangle-list
NounsStylerAdvanced,ComfyUI_MileHighStyler,Nouns Styler (Advanced),Dynamic Text Customizer (Adv.),"The NounsStylerAdvanced node dynamically enhances text prompts based on a selection of styling options, allowing for the customization of text attributes through advanced styling techniques. It leverages a comprehensive dataset to apply stylistic modifications to text inputs, aiming to refine and personalize the output based on user-selected criteria.",Enhance text prompts with advanced styling options.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
PerfectionStyler,ComfyUI_MileHighStyler,Perfection Styler,Image Stylist,"The PerfectionStyler node is designed to enhance and stylize image generation prompts by applying a comprehensive set of stylistic adjustments. It focuses on optimizing various aspects of the imagery, such as camera settings, composition, lighting, and mood, to achieve a more aesthetically pleasing and thematically coherent output.",Enhance and stylize image generation prompts.,"['Prompt', 'Styling', 'PromptStyling']",photo-film
MaterialsStylerAdvanced,ComfyUI_MileHighStyler,Materials Styler (Advanced),Material Styler (Adv.),"The MaterialsStylerAdvanced node is designed to apply advanced styling options to text prompts, focusing on material aspects. It dynamically adjusts the text based on a selection of material-related styles, enhancing the prompt's descriptive quality with more nuanced and specific material characteristics.",Apply advanced material styles to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",file-lines
FaceStylerAdvanced,ComfyUI_MileHighStyler,Face Styler (Advanced),Advanced Face Styler (Adv.),"The FaceStylerAdvanced node is designed to apply advanced styling techniques to faces within images, leveraging deep learning models to enhance or alter facial features according to specified styles or parameters. This node focuses on providing users with the ability to customize and refine the appearance of faces in their digital content, offering a range of styling options that can be dynamically applied to achieve desired aesthetic outcomes.",Apply advanced styling techniques to faces in images.,"['Facial', 'Face Enhancements']",black-tie
TimeofdayStyler,ComfyUI_MileHighStyler,Timeofday Styler,Time-Based Text Styler,"The TimeofdayStyler node dynamically customizes text prompts based on time-of-day styling preferences, leveraging a collection of predefined templates to enhance or modify the descriptive elements of the prompts. This node aims to provide a nuanced and contextually relevant adjustment to text generation tasks, focusing on the atmospheric and lighting conditions associated with different times of the day.",Customize text prompts based on time-of-day.,"['Prompt', 'Styling', 'PromptStyling']",user-clock
AdjectiveStylerAdvanced,ComfyUI_MileHighStyler,Adjective Styler (Advanced),Adjective-Based Text Styler (Adv.),"The AdjectiveStylerAdvanced node dynamically applies stylistic transformations to text inputs based on a selection of adjectives, enhancing or altering the tone, mood, or descriptive quality of the text. It leverages a collection of predefined templates to modify text inputs according to user-selected stylistic preferences, aiming to achieve a specific aesthetic or thematic effect.",Dynamically applies stylistic transformations to text.,"['Prompt', 'Styling', 'PromptStyling']",file-contract
LightingStyler,ComfyUI_MileHighStyler,Lighting Styler,Lighting Effect Modifier,"The LightingStyler node dynamically applies lighting adjustments to prompts, enhancing or altering their visual representation through predefined templates. It leverages a collection of lighting styles to modify the aesthetic and mood of the input prompts, aiming to achieve a specific lighting effect.",Dynamically applies lighting adjustments to prompts.,"['Prompt', 'Styling', 'PromptStyling']",lightbulb
FocalPointStyler,ComfyUI_MileHighStyler,Focal Point Styler,Text Focus Styler,"The FocalPointStyler node dynamically customizes text prompts based on a selection of stylistic elements, allowing for the enhancement or alteration of focal points within the generated content. It leverages a collection of predefined templates to apply stylistic modifications, aiming to refine the focus and thematic emphasis of the input text.",Customize text prompts with stylistic elements.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
Camera_AnglesStylerAdvanced,ComfyUI_MileHighStyler,Camera_Angles Styler (Advanced),Camera Angle Transformer (Adv.),"The Camera_AnglesStylerAdvanced node is designed to manipulate and enhance images by adjusting their camera angles, leveraging 3D geometry and perspective transformations. This node applies complex algorithms to simulate changes in elevation and azimuth of the camera's viewpoint, aiming to achieve a more dynamic or aesthetically pleasing composition.",Manipulate images by adjusting camera angles and perspective.,"['Image', 'Image Transformation and Manipulation']",panorama
EnvironmentStyler,ComfyUI_MileHighStyler,Environment Styler,Text Environment Customizer,"The EnvironmentStyler node dynamically applies stylistic modifications to text prompts based on environmental aspects, leveraging a collection of predefined templates. It allows for the customization of text prompts to reflect specific environmental settings or themes, enhancing the contextual relevance and creativity of the output.",Dynamically style text prompts with environmental themes.,"['Prompt', 'Styling', 'PromptStyling']",leaf
LightingStylerAdvanced,ComfyUI_MileHighStyler,Lighting Styler (Advanced),Prompt Style Enhancer (Adv.),"The SDXLPromptStyler node is designed to dynamically apply stylistic modifications to text prompts, utilizing a variety of predefined styles to enhance or alter the textual content. It supports advanced styling options, allowing for detailed customization of both positive and negative prompts based on user-defined criteria. This node aims to facilitate the creation of highly customized text prompts that can be used to guide generative models more effectively.",Dynamically apply stylistic modifications to text prompts.,"['Prompt', 'Styling', 'PromptStyling']",square-pen
